ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREFE,REGIAO5,REGIAO8,NOME_FEIRA,REGISTRO,LOGRADOURO,NUMERO,BAIRRO,REFERENCIA
470,-46731992,-23438924,355030842000172,3550308005186,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,JARDIM CITY JARAGUA,1244-0,RUA SAMUEL BOVY,S/N,JARDIM CITY JARAGUA,
471,-46742587,-23690664,355030846000157,3550308005221,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,ALTO DA RIVIEIRA,3106-2,RUA MONS JOAO PEDRO FUSENIG,,JD STA GERTRUDES,REPREZA DO GUARAPIRANGA
472,-46730005,-23665191,355030846000201,3550308005225,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JARDIM VERGUEIRO,7070-0,RUA ANTONIO VAZ,S/N,JD VERGUEIRO,TV ES GUARAPIRANGA
473,-46472388,-23494742,355030828000080,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,COMENDADOR ERMELINO MATARAZZO,5043-1,RUA VITORIA SIMIONATO,580.000000,ERMELINO MATARAZZO,TV AVENIDA PARANAGUA
474,-46745608,-23484822,355030895000065,3550308005111,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM MONTE ALEGRE,7064-5,RUA JURUBIM,10.000000,PIRITUBA,AVENIDA MUTINGA
475,-46392451,-23507647,355030836000291,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,PROGRESSO,4107-6,AV JOSE BORGES DO CANTO,8.000000,JD CAMARGO VELHO,FINAL ON.ITAIM PAULISTA
476,-46687862,-23547709,355030862000086,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,JARDIM DAS BANDEIRAS,4069-0,RUA LUMINARIAS,S/N,JD DAS BANDEIRAS,AV HEITOR PENTEADO
477,-46635861,-23490671,355030870000071,3550308005065,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,ITAICY,3058-9,RUA ITAICY,S/N,STA TEREZINHA,TV CONS MOREIRA DE BARROS
478,-46424190,-23548148,355030831000170,3550308005265,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,RODOLFO ALBINO SILVA,7268-0,RUA RODOLFO ALBINO SILVA,33.000000,GUAINAZES,FAVELA SAO JOSE E PQ CENTRAL
479,-46700059,-23526596,355030848000012,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,LAPA,1004-9,RUA FABIA C AURELIA,701.000000,VL ROMANA,RUA CATAO
480,-46602261,-23653261,355030868000139,3550308005090,69,SACOMA,13,IPIRANGA,Sul,Sul 1,PARQUE BRISTOL,1243-2,RUA PROF ARNALDO JOAO SEMERARO,S/N,PARQUE BRISTOL,AV FRANCESCO DEL COSSA
481,-46415679,-23579120,355030847000181,3550308005267,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,CDHU CONJUNTO HAB GUAIANASES,1253-0,RUA B-10,,CIDADE TIRADENTES,SUPERMERCADO NEGREIROS
482,-46606093,-23502889,355030886000037,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,VILA MUNHOZ,3026-0,PC OSCAR DA SILVA,394.000000,VL GUILHERME,RUA MARIA CANDIDA
483,-46617621,-23512867,355030886000031,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,CENTER NORTE,1260-2,RUA ANNA PAPINI GUARANHA,,CARANDIRU,AV ZAKI NARCHI
484,-46689050,-23589279,355030835000035,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,IGUATEMI,7017-3,RUA SAO MARUM,520.000000,ITAIM BIBI,AV HENRIQUE CHAMMA E JUSC KUBI
485,-46730351,-23579438,355030812000017,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,VILA GOMES,6085-2,RUA PEREIRA DO LAGO,,VL GOMES,RV RAPOSO TAVARES KM 12
486,-46555593,-23547449,355030880000111,3550308005037,82,TATUAPE,25,MOOCA,Leste,Leste 1,SANTA GERTRUDES,3041-4,RUA SANTA GERTRUDES,575.000000,TATUAPE,FABRICA TAPETES TABACOW
487,-46394790,-23565586,355030831000124,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,COHAB-JUSCELINO KUBTSCHECK,1183-5,AV UTARO KANAI C/ FESTA CHINESA,S/N,JD SAO PAULO,CJ.HAB.JUSCELINO KUBTSCHECK
488,-46703255,-23651349,355030871000029,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO,5187-0,RUA SAO BENEDITO,,SANTO AMARO,RUA ALEXANDRE DUMAS
489,-46632939,-23470278,355030851000023,3550308005130,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,MANDAQUI,3400-2,RUA GENERAL JOSE ALMEIDA BOTELHO,,MANDAQUI,
490,-46434200,-23510084,355030874000004,3550308005197,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,JARDIM VERA CRUZ,5080-6,AV MOACIR DANTAS ITAPICURU,826.000000,CID NOVA S MIGUEL,PT FINAL ON SAO MIGUEL
491,-46678159,-23486383,355030850000034,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CANAA,1021-9,AV EULINA,318.000000,JD PRIMAVERA,AVENIDA DEP EMILIO CARLOS
492,-46639106,-23487204,355030870000107,3550308005065,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,LAUZANE PAULISTA,7055-6,RUA DONA MARIA CUSTODIA,S/N,LAUZANE PAULISTA,AV CAETANO ALVARES
493,-46673815,-23595266,355030835000024,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,PORTO,5052-0,RUA JOAO CACHOEIRA C/ DR F HAIDAR,1643.000000,VL OLIMPIA,RUA CLODOMIRO AMAZONAS
494,-46584612,-23498058,355030889000135,3550308005033,91,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,VILA MEDEIROS,7022-0,RUA SANTA FE DO SUL,288.000000,VL MARIA,PRACA MARCELINO MACHADO
495,-46599341,-23477904,355030882000143,3550308005132,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,AV SAO PAULO,6040-2,AV MAESTRO VILLA LOBOS,3881.000000,TUCURUVI,RUA SAO FRUTUOSO
496,-46790664,-23672189,355030819000136,3550308005297,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,PARQUE FERNANDA,6171-9,AV DR SALVADOR ROCCO,,PARQUE FERNANDA,
497,-46741853,-23600215,355030894000110,3550308005179,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,MARIO MOURA ANDRADE,7071-8,AV CLAUDIO FRANCHI,49.000000,BUTANTA,AV PROF FRANCISCO MORATO
498,-46643306,-23648068,355030838000052,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,NHANDIROBAS,4035-5,RUA GRUMIXAMAS,374.000000,VL GUARANI,GEORGE CORBISIER E BURITIS
499,-46412429,-23523688,355030884000165,3550308005252,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM ROBRU,1113-4,RUA BENEDITO DE SOUZA BORGES,S/N,JD ROBRU,S/INF
500,-46649160,-23638184,355030838000135,3550308005308,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,VILA GUARANI,3037-6,AV WALDOMIRO DE LIMA,S/N,VL GUARANI,ARMANDO ARRUDA PEREIRA E G 6
501,-46803256,-23584352,355030865000078,3550308005240,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,COHAB RAPOSO TAVARES,1193-2,RUA CACHOEIRA DO ARREPENDIMENTO,S/N,JD ARPOADOR,CJ HAB RAPOSO TAVARES
502,-46675900,-23500439,355030850000051,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA SIQUEIRA,7110-2,RUA SALVADOR LIGABUE,431.000000,VL SIQUEIRA,JOSE KILEBBER E AFONSO SALZANO
503,-46732209,-23598735,355030894000043,3550308005178,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,JARDIM COLOMBO,4097-5,RUA SALOMAO WAIMBERG,145.000000,JD BONFIGLIOLI,RUA DR SILVIO DANTE BERTACHI
504,-46696070,-23563286,355030862000152,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,PADRE CARVALHO,1199-1,RUA PDE CARVALHO,S/N,PINHEIROS,
505,-46777492,-23696400,355030843000286,3550308005291,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JARDIM RANIERI,1119-3,RUA MANOEL DA COSTA DANTAS,5786.000000,JD RANIERI,TV ES M BOI MIRIM
506,-46629044,-23556145,355030849000096,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,THOMAZ DE LIMA,1001-4,RUA TEIXEIRA LEITE C/ SAO PAULO,S/N,LIBERDADE,BAIXOS VIADUTO GLICERIO
507,-46385567,-23504315,355030836000005,3550308005251,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM CAMARGO NOVO,5164-0,RUA CANAL DE TUTOIA,S/N,JD CAMARGO NOVO,
508,-46601887,-23592730,355030834000030,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,SACOMA,5013-0,RUA LINO COUTINHO,1046.000000,SACOMA,TV RUA LORD CROCKRANE
509,-46598204,-23565912,355030853000037,3550308005018,54,MOOCA,25,MOOCA,Leste,Leste 1,PARQUE DA MOOCA,3010-4,RUA CONDE PRATES,10.000000,PQ DA MOOCA,TV RUA JUMANA
510,-46651968,-23617342,355030877000097,3550308005094,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,BARTIRA,3020-1,AL DOS ARAES,1758.000000,PLANALTO PAULISTA,TV AV INDIANOPOLIS
511,-46429344,-23481586,355030844000095,3550308005246,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,VILA HELENA,4068-1,RUA SANTA ROSA DE LIMA,301.000000,PQ PAULISTANO,AV V ARTUR DA NOVA ALT N 1842
512,-46605855,-23475090,355030882000009,3550308005131,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,CONEGO LADEIRA,4033-9,RUA ARAGAO,S/N,VL MAZZEI,AV SEZEFREDO FAGUNDES
513,-46680581,-23467003,355030811000019,3550308005123,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,PARQUE BELEM,1097-9,AV GUILHERME DE ALMEIDA,107.000000,PQ BELEM,AVENIDA PARADA PINTO
514,-46479930,-23551007,355030805000091,3550308005148,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,CEZAR DIAS,1150-9,RUA CESAR DIAS,S/N,ITAQUERA,COM A RUA CESAR DIAS
515,-46767517,-23642551,355030817000037,3550308005237,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JARDIM UMUARAMA,7134-0,RUA ODEMIS,,JD UMUARAMA,
516,-46523996,-23595766,355030876000206,3550308005155,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,TOLSTOI,1050-2,RUA DR TOLSTOI DE CARVALHO,,SAPOPEMBA,AVENIDA SAPOPEMBA
517,-46624402,-23529296,355030856000021,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,CANINDE,4005-3,RUA VIDAL DE NEGREIROS,76.000000,CANINDE,TV AV CRUZEIRO DO SUL
518,-46513506,-23510319,355030818000050,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,IMPERIAL,7116-1,AV GENTIL BRAGA,38.000000,VL BUENOS AYRES,TV AV BUENOS AYRES
519,-46667665,-23468010,355030813000039,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,FREGUESIA DO O,1360-9,RUA JERONIMO DE ANDRADE,,FREGUESIA DO O,AVENIDA INAJAR DE SOUZA
520,-46677551,-23623269,355030815000048,3550308005101,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,BROOKLIN PAULISTA,5059-8,RUA CONDE DE PORTO ALEGRE,762.000000,CAMPO BELO,RUA BERNARDINO DE CAMPOS
521,-46790071,-23686591,355030843000146,3550308005293,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,ESTRADA DA MOENDA VELHA,6093-3,ES DA MOENDA VELHA,,JD INDEPENDENCIA,PONTO FINAL DO ONIBUS V VELHO
522,-46450825,-23605842,355030833000020,3550308005274,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,MORRO DO FRADE,6401-7,RUA MORRO DO FRADE,,JD DA CONQUISTA,
523,-46685059,-23494622,355030829000076,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA DAS PALMEIRAS,1022-7,RUA BENEDITO GUEDES DE OLIVEIRA,450.000000,VL PALMEIRAS,AV NAFAR SOUZA
524,-46542976,-23510418,355030818000148,3550308005073,18,CANGAIBA,21,PENHA,Leste,Leste 1,CANGAIBA,3139-9,RUA BARTOLOMEU QUADROS,S/N,CANGAIBA,
525,-46684543,-23612436,355030835000096,3550308005103,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,CIDADE MONCOES,4079-7,RUA PENSYLVANIA,S/N,CID MONCOES,R CALIFORNIA E FLORIDA
526,-46640009,-23502786,355030870000095,3550308005063,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,JARDIM SAO BENTO,4016-9,RUA CAP MANOEL NOVAES,S/N,JD SAO BENTO,RUA DR CEZAR
527,-46637797,-23680990,355030822000220,3550308005165,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM MIRIAM,1084-7,AV ANGELO CRISTIANINI,32.000000,JD MIRIAM,ENTRE CUPECE E AV ASSEMBLEIA
528,-46776546,-23645271,355030817000078,3550308005237,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JARDIM ROSANA,3103-8,RUA CARLOS NAHAS,,JD ROSANA,TV AV CARLOS LACERDA
529,-46455763,-23612668,355030875000093,3550308005211,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JARDIM VILA CARRAO I,1194-0,AV BASSANO DEL GRAPA,S/N,JD VL CARRAO,
530,-46687209,-23566770,355030862000039,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,CERQUEIRA CEZAR,5014-8,RUA ANTONIO BICUDO,50.000000,CERQUEIRA CEZAR,TV DA RUA TEODORO SAMPAIO
531,-46669912,-23615047,355030815000138,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,CAMPO BELO,4050-9,RUA BARAO DE JACEGUAI,1768.000000,STO AMARO,DEMOSTENES E OTAVIO TARQUINO
532,-46728718,-23594908,355030894000084,3550308005179,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,VILA MORSE,1029-4,RUA IBIAPABA,,VL SONIA,RUA MANOEL JACINTO
533,-46512929,-23573314,355030804000014,3550308005151,04,ARICANDUVA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,VILA ANTONIETA,4059-2,RUA PETROBRAS,S/N,VL ANTONIETA,TV AV INCONFIDENCIA MINEIRA
534,-46517613,-23573429,355030804000003,3550308005151,04,ARICANDUVA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,AGUIAR DA BEIRA,7272-9,RUA ANTONIO NETO CALDEIRA,,VILA ANTONIETA,
535,-46398525,-23493691,355030836000157,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,VILA ALABAMA,3099-6,AV ITAIM,150.000000,ITAIM PAULISTA,ESTACAO ITAIM PAULISTA
536,-46413766,-23482005,355030844000219,3550308005245,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JARDIM SAO MARTINHO,5148-9,AV BORBOLETA AMARELA,S/N,JD SAO MARTINHO,SAO MIGUEL
537,-46603782,-23632346,355030868000027,3550308005305,69,SACOMA,13,IPIRANGA,Sul,Sul 1,JARDIM TROPICAL,7091-2,RUA ENG JOSE BUENO BICALHO,11.000000,JD TROPICAL,IGREJA N.S.DOS MERCES
538,-46680959,-23474080,355030811000120,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,MARACANA,1057-0,RUA RODOLFO MARCOS TEOFILO,248.000000,JD ELISEO,R HENRY CHARLES POTEL
539,-46431964,-23519466,355030874000059,3550308005197,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,VILA PROGRESSO,1142-8,RUA CRIUVA,12E,VL PROGRESSO,TV ANTIGO ATALHO MOGIANA
540,-46519026,-23558204,355030804000067,3550308005151,04,ARICANDUVA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,PARQUE MARIA LUIZA,3060-0,AV PROF CARLOS CALIOLLI,130.000000,PQ MARIA LUIZA,PAREL AV RIO DAS PEDRAS
541,-46426105,-23563074,355030847000126,3550308005267,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,CONJUNTO HAB FAZENDA DO CARMO,7238-9,RUA PROF HASEGAWA,,GUAIANAZES,RUA SUGAO SUZUKI
542,-46716265,-23454167,355030863000220,3550308005114,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,ANHEMBI,5086-5,RUA COLONIAL DO IRAI,250.000000,JD MAGGI,
543,-46635156,-23568292,355030849000026,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,ACLIMACAO,7002-5,RUA LOUREIRO DA CRUZ C/ URANO,1.000000,ACLIMACAO,TV RUA PIRES DA MOTA
544,-46422749,-23516082,355030884000087,3550308005253,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,VILA NOVA CURUCA,5083-0,RUA ANANAI,241.000000,VL NOVA CURACA,PT FINAL ON V N CURUCA
545,-46710237,-23485086,355030863000128,3550308005115,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,FEIRAO ESPECIAL DE PIRITUBA,7170-6,PC MONSENHOR ESCRIVA,S/N,JD SAO JOSE,
546,-46677229,-23658789,355030822000231,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM MARAJOARA,7107-2,RUA JUCA DE AZEVEDO,33.000000,JD MARAJOARA,JOSE NEVES E EDUARDO AMIGO
547,-46451753,-23528587,355030837000012,3550308005200,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,ITAQUERA,5045-8,RUA BENTO VIEIRA CASTRO,344.000000,ITAQUERA,TV AV PIRES DO RIO
548,-46582955,-23482157,355030892000064,3550308005067,94,VILA MEDEIROS,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,VILA ALEGRIA,5133-0,AV ROLAND GARROS,,VL EDE,MAJ DANTAS CORTEZ/AV PIQUEROBI
549,-46655035,-23637683,355030815000080,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,PARQUE JABAQUARA,7016-5,RUA BONIFACIO DE ABREU,S/N,PQ JABAQUARA,PROXIMO AV PEDRO BUENO
550,-46607962,-23611513,355030827000053,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,JARDIM PREVIDENCIA,1015-4,AV INHAIBA,,MOINHO VELHO,RUA VERGUEIRO
551,-46635037,-23627407,355030877000207,3550308005092,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,IMIGRANTES,4100-9,RUA MAJOR FREIRE,565.000000,JABAQUARA,PROXIMO AV JABAQUARA
552,-46791485,-23652744,355030819000175,3550308005296,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JARDIM MACEDONIA,4103-3,RUA AGOSTINHO PAIVA,,JD MACEDONIA,JOAO CRUZ E LUIS DE BOULOGNE
553,-46623098,-23475009,355030851000095,3550308005129,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,VILA AURORA,6071-2,RUA ALBERTINA VIEIRA DA S GORDO,S/N,VL AURORA,PONTO FINAL DO ONIBUS V AURORA
554,-46496144,-23494283,355030828000123,3550308005140,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,JARDIM PENHA,7208-7,RUA DO ACAPUZAL,S/N,VL CISPER,AV OLAVO EGIDIO DE SOUZA ARANH
555,-46743327,-23576108,355030867000189,3550308005183,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,JARDIM BONFIGLIOLI,3039-2,AV OCTACILIO TOMANIK,,RIO PEQUENO,AV DR HEITOR EIRAS GARCIA
556,-46660614,-23471082,355030813000036,3550308005124,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA NOVA CACHOEIRINHA,1027-8,RUA DOS PATIS,335.000000,VL BELA VISTA,BENEDITO GUEDES OLIVEIRA 226
557,-46474188,-23560127,355030824000068,3550308005203,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,CIDADE LIDER,4166-1,RUA JERONIMO DE BARROS,S/N,CID LIDER,AV.MARIA LUISA AMERICANO
558,-46747719,-23674806,355030846000026,3550308005221,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,PARQUE FIGUEIRA GRANDE,5084-9,RUA BELCHIOR FELIX,,PQ FIG GRANDE,PORT 029/96
559,-46604557,-23539037,355030808000053,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,MORAES BARROS,3007-4,RUA FIRMIANO PINTO,S/N,BRAZ,TV AV CELSO GARCIA ALTURA 734
560,-46749487,-23632508,355030817000144,3550308005233,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,PARQUE REGINA,5089-0,RUA FRANCISCO SOARES,,PQ REGINA,NUMA AREA ENTRE A RUAS CITADAS
561,-46654714,-23571517,355030845000136,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,JARDIM PAULISTA,6006-2,RUA CAP PINTO FERREIRA C/ BATATAES,S/N,JD PAULISTA,TV AV BRIGADEIRO LUIZ ANTONIO
562,-46607993,-23624748,355030868000121,3550308005088,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA DOS QUARENTA,6044-5,RUA ANGATURAMA,454.000000,VL DAS MERCES,TV RUA MARQUES DE LAGE
563,-46484595,-23552371,355030805000132,3550308005148,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,PADRE JOSE DE ANCHIETA,5098-9,RUA SILVIO TORRES,S/N,ITAQUERA COHAB I,ESQ R ALCIDES JORGE
564,-46575838,-23589116,355030893000008,3550308005083,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,VILA ZELINA,6038-0,RUA INHAGAPI C/ MANAIAS,275.000000,VL ZELINA,TV AV ZELINA
565,-46664509,-23544544,355030826000007,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,SUMARE MODERNA,5009-1,PC CHARLES MULLER,S/N,PACAEMBU,ESTADIO MUN.P.M.DE CARVALHO
566,-46674004,-23468380,355030811000109,3550308005121,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA RICA,4061-4,RUA SPENCER VAMPRE,454.000000,VL RICA,TV DA ESTRADA DA PARADA
567,-46662305,-23622766,355030815000059,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,PETROPOLIS,7072-6,RUA BELA VISTA,602.000000,VL UNIAO,TV DR JOSE A BUSTAMANTE
568,-46461360,-23512891,355030887000115,3550308005195,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,JARDIM DAS CAMELIAS,5105-5,RUA LIRIO DA SERRA,18.000000,JD DAS CAMELIAS,PROX E P G LUIGI PIRANDELLO
569,-46686018,-23747262,355030830000052,3550308005283,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,PARQUE GRAJAU,1071-5,RUA JOSE BEZERRA FILHO,49.000000,PQ GRAJAU,ESTRADA DO BORORE-PANIF.GRAJAU
570,-46486385,-23509816,355030864000045,3550308005141,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,VILA PRIMA,5104-7,RUA HONORIO EMILIANO BUENO,155.000000,PONTE RAZA,ALTO DA PONTE RAZA
571,-46636545,-23609216,355030877000018,3550308005047,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,PRACA DA ARVORE,4154-8,RUA CARAMURU,S/N,BOSQUE DA SAUDE,ENTRE AV BOSQUE DA SAUDE E JUA
572,-46463927,-23560732,355030857000008,3550308005204,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,SANTA MARCELINA,5135-7,RUA PRAIA DE TORRES,S/N,VL CARMOSINA,PROX HOSPITAL STA MARCELINA
573,-46505749,-23536213,355030891000067,3550308005147,93,VILA MATILDE,21,PENHA,Leste,Leste 1,PATROCINIO PAULISTA,4070-3,RUA IVAN MAIA VASCONCELOS,183.000000,JD TRIANA,PRACA SOLANO CUNHA
574,-46727025,-23572858,355030812000081,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,VILA INDIANA,4030-4,RUA IQUIRIRIM,496.000000,VL INDIANA,AV CORIFEU DE AZEVEDO MARQUES
575,-46613146,-23632600,355030827000101,3550308005091,27,CURSINO,13,IPIRANGA,Sul,Sul 1,SANTA ANGELA,4053-3,RUA CEL FAWCETT C/ EVOLUCAO,833.000000,VL MORAES,IGREJA SANTA ANGELA
576,-46577054,-23439312,355030881000176,3550308005191,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,JARDIM FONTALIS,7196-0,RUA MANOEL PEREIRA ROSA,S/N,JD FONTALIS,
577,-46604785,-23518521,355030886000027,3550308005031,88,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,VILA GUILHERME,3014-7,RUA ALFREDO MARIO PIZZOTTI,370.000000,VL GUILHERME,AV.GUILHERME
578,-46403608,-23590276,355030825000088,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,COHAB-TIRADENTES II,5120-9,AV DOS TEXTEIS,S/N,ITAQUERA,LINDEIRO A ESSA AVENIDA
579,-46647187,-23687150,355030822000155,3550308005168,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,VILA MISSIONARIA,1123-1,RUA RAINHA DAS MISSOES,1.000000,VL MISSIONARIA,PROX IGREJA VILA MISSIONARIA
580,-46493690,-23520002,355030864000035,3550308005142,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,AZEVEDO,5085-7,RUA HERMENEGILDO GOIS PARENTE,110.000000,JD LISBOA,TV ES VELHA MOGI DAS CRUZES
581,-46553503,-23550895,355030820000088,3550308005077,20,CARRAO,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,SANTO ESTEVAO,7030-0,RUA AREIAO,51.000000,TATUAPE,RUA ANTONIO DE BARROS
582,-46390741,-23485730,355030844000155,3550308005247,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,VILA ITAIM,1125-8,RUA CACHOEIRA MANGAVAL,37.000000,ITAIM PAULISTA,DEPOIS ESTACAO ITAIM
583,-46772312,-23669599,355030819000012,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CAPAO REDONDO,6073-9,AV ATHOS THOMAZ FERRACIO,,CAPAO REDONDO,TV AV ELIAS MAAS
584,-46508601,-23514438,355030864000107,3550308005142,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,SANTOS DUMONT,1073-1,AV CACHOEIRA SANTA CRUZ,751.000000,JD POPULAR,ENT GIRASSOL E MANOEL OLIVEIRA
